x1,y1,z1
1.0,0.81818181818181823,0.90476190476190477
1.0,0.81818181818181823,0.875
1.0,0.81818181818181823,0.84848484848484851
1.0,0.81818181818181823,0.95121951219512191
1.0,0.81818181818181823,0.92105263157894735
1.0,0.81818181818181823,1.0
1.0,0.81818181818181823,0.81481481481481477
1.0,0.81818181818181823,0.875
1.0,0.81818181818181823,0.9
1.0,0.8666666666666667,0.8928571428571429
1.0,0.8666666666666667,0.84210526315789469
1.0,0.8666666666666667,0.80645161290322576
1.0,0.8666666666666667,0.75
1.0,0.8666666666666667,0.9
1.0,0.8666666666666667,0.89873417721518989
1.0,0.8666666666666667,0.90277777777777779
1.0,0.8666666666666667,0.84810126582278478
1.0,0.8666666666666667,0.925
1.0,0.8666666666666667,0.9
1.0,0.8666666666666667,0.94186046511627908
1.0,0.8666666666666667,0.72268907563025209
1.0,0.8666666666666667,0.73267326732673266
1.0,0.7857142857142857,0.90277777777777779
1.0,0.7857142857142857,0.90721649484536082
1.0,0.7857142857142857,0.9555555555555556
1.0,0.7857142857142857,0.95
1.0,0.7857142857142857,0.95121951219512191
1.0,0.7857142857142857,0.91124260355029585
1.0,0.7857142857142857,0.8925619834710744
1.0,0.7857142857142857,0.9
1.0,0.7857142857142857,0.90909090909090906
1.0,0.7857142857142857,0.81481481481481477
1.0,0.7857142857142857,0.93333333333333335
0.91666666666666663,0.92307692307692313,0.84615384615384615
0.91666666666666663,0.92307692307692313,0.82978723404255317
0.91666666666666663,0.92307692307692313,0.87878787878787878
0.91666666666666663,0.92307692307692313,0.93333333333333335
0.91666666666666663,0.92307692307692313,0.78378378378378377
0.91666666666666663,0.92307692307692313,0.898876404494382
0.91666666666666663,0.92307692307692313,0.92727272727272725
0.91666666666666663,0.92307692307692313,0.9375
0.91666666666666663,0.92307692307692313,0.86170212765957444
0.91666666666666663,0.92307692307692313,0.83720930232558144
0.91666666666666663,0.92307692307692313,0.88135593220338981
0.93333333333333335,0.88235294117647056,0.87439613526570048
0.93333333333333335,0.88235294117647056,0.90476190476190477
0.93333333333333335,0.88235294117647056,0.72268907563025209
0.93333333333333335,0.88235294117647056,0.8728813559322034
0.93333333333333335,0.88235294117647056,0.84615384615384615
0.93333333333333335,0.88235294117647056,0.91428571428571426
0.93333333333333335,0.88235294117647056,0.88095238095238093
0.93333333333333335,0.88235294117647056,0.91428571428571426
0.93333333333333335,0.88235294117647056,0.94444444444444442
0.93333333333333335,0.88235294117647056,0.8
0.93333333333333335,0.88235294117647056,0.80851063829787229
0.93333333333333335,0.88235294117647056,0.94736842105263153
0.93333333333333335,0.88235294117647056,0.8
0.93333333333333335,0.88235294117647056,0.8928571428571429
1.0,0.65217391304347827,0.89473684210526316
1.0,0.65217391304347827,0.90066225165562919
1.0,0.65217391304347827,0.79411764705882348
1.0,0.65217391304347827,0.78947368421052633
1.0,0.65217391304347827,0.95238095238095233
1.0,0.65217391304347827,1.0
1.0,0.65217391304347827,0.88461538461538458
1.0,0.65217391304347827,0.9882352941176471
1.0,0.65217391304347827,0.93243243243243246
1.0,0.65217391304347827,0.79629629629629628
1.0,0.65217391304347827,0.97435897435897434
1.0,0.65217391304347827,0.93269230769230771
1.0,0.65217391304347827,0.9
1.0,0.65217391304347827,0.88372093023255816
1.0,0.65217391304347827,0.90566037735849059
1.0,0.81818181818181823,0.89830508474576276
1.0,0.81818181818181823,0.86725663716814161
1.0,0.81818181818181823,0.68518518518518523
1.0,0.81818181818181823,0.76623376623376627
1.0,0.81818181818181823,0.89830508474576276
1.0,0.81818181818181823,0.9464285714285714
1.0,0.81818181818181823,0.62068965517241381
1.0,0.81818181818181823,0.89473684210526316
1.0,0.81818181818181823,0.82352941176470584
0.92307692307692313,0.8666666666666667,0.9285714285714286
0.92307692307692313,0.8666666666666667,0.8728813559322034
0.92307692307692313,0.8666666666666667,0.8545454545454545
0.92307692307692313,0.8666666666666667,0.860655737704918
0.92307692307692313,0.8666666666666667,0.87662337662337664
0.92307692307692313,0.8666666666666667,1.0
0.92307692307692313,0.8666666666666667,0.875
0.92307692307692313,0.8666666666666667,1.0
0.92307692307692313,0.8666666666666667,0.75
0.92307692307692313,0.8666666666666667,0.67567567567567566
0.92307692307692313,0.8666666666666667,0.87777777777777777
0.92307692307692313,0.8666666666666667,0.82352941176470584
1.0,0.72222222222222221,0.89795918367346939
1.0,0.72222222222222221,0.87878787878787878
1.0,0.72222222222222221,0.88372093023255816
1.0,0.72222222222222221,0.868421052631579
1.0,0.72222222222222221,0.782608695652174
1.0,0.72222222222222221,0.56321839080459768
1.0,0.72222222222222221,0.7
1.0,0.72222222222222221,0.82524271844660191
1.0,0.72222222222222221,0.89583333333333337
1.0,0.72222222222222221,0.92913385826771655
1.0,0.72222222222222221,0.78846153846153844
1.0,0.72222222222222221,0.925
1.0,0.72222222222222221,0.86875
1.0,0.85,1.0
1.0,0.85,0.91869918699186992
1.0,0.85,0.95
1.0,0.85,0.76190476190476186
1.0,0.85,0.89743589743589747
1.0,0.85,0.91228070175438591
1.0,0.85,0.95652173913043481
1.0,0.85,0.60784313725490191
1.0,0.85,1.0
1.0,0.85,0.95121951219512191
1.0,0.85,0.93478260869565222
1.0,0.85,0.86324786324786329
1.0,0.85,0.90322580645161288
1.0,0.85,0.911504424778761
1.0,0.85,0.76923076923076927
1.0,0.85,1.0
1.0,0.85,0.94545454545454544
1.0,0.9285714285714286,0.8666666666666667
1.0,0.9285714285714286,0.77419354838709675
1.0,0.9285714285714286,0.6339285714285714
1.0,0.9285714285714286,0.924812030075188
1.0,0.9285714285714286,1.0
1.0,0.9285714285714286,0.8970588235294118
1.0,0.9285714285714286,0.88235294117647056
1.0,0.9285714285714286,1.0
1.0,0.9285714285714286,0.84848484848484851
1.0,0.9285714285714286,0.85964912280701755
1.0,0.9285714285714286,1.0
1.0,0.9285714285714286,0.70588235294117652
1.0,0.9285714285714286,0.875
1.0,0.33333333333333331,0.89473684210526316
1.0,0.33333333333333331,0.8
1.0,0.4,0.87234042553191493
1.0,0.4,0.86746987951807231
1.0,0.5714285714285714,0.9285714285714286
1.0,0.5714285714285714,0.96666666666666667
1.0,0.5714285714285714,0.9464285714285714
1.0,0.5714285714285714,0.94285714285714284
0.9285714285714286,0.82352941176470584,0.78846153846153844
0.9285714285714286,0.82352941176470584,0.78014184397163122
0.9285714285714286,0.82352941176470584,0.84615384615384615
0.9285714285714286,0.82352941176470584,0.90361445783132532
0.9285714285714286,0.82352941176470584,0.8529411764705882
0.9285714285714286,0.82352941176470584,0.88405797101449279
0.9285714285714286,0.82352941176470584,0.875
0.9285714285714286,0.82352941176470584,0.88461538461538458
0.9285714285714286,0.82352941176470584,0.90625
0.9285714285714286,0.82352941176470584,0.85585585585585588
0.9285714285714286,0.82352941176470584,0.852112676056338
0.9285714285714286,0.82352941176470584,0.76136363636363635
0.9285714285714286,0.82352941176470584,0.51063829787234039
1.0,0.84615384615384615,0.8984375
1.0,0.84615384615384615,0.88235294117647056
1.0,0.84615384615384615,0.859504132231405
1.0,0.84615384615384615,0.81818181818181823
1.0,0.84615384615384615,0.79166666666666663
1.0,0.84615384615384615,0.8666666666666667
1.0,0.84615384615384615,0.92783505154639179
1.0,0.84615384615384615,1.0
1.0,0.84615384615384615,0.90196078431372551
1.0,0.84615384615384615,0.97142857142857142
1.0,0.84615384615384615,0.953125
1.0,0.5714285714285714,0.89473684210526316
1.0,0.5714285714285714,0.83132530120481929
1.0,0.5714285714285714,0.87368421052631584
1.0,0.5714285714285714,0.9042553191489362
1.0,0.81818181818181823,1.0
1.0,0.81818181818181823,0.95348837209302328
1.0,0.81818181818181823,0.88571428571428568
1.0,0.81818181818181823,0.8571428571428571
1.0,0.81818181818181823,0.8571428571428571
1.0,0.81818181818181823,0.84615384615384615
1.0,0.81818181818181823,1.0
1.0,0.81818181818181823,0.94029850746268662
1.0,0.81818181818181823,0.91
1.0,0.4,0.896551724137931
1.0,0.4,0.84482758620689657
1.0,0.4,0.88304093567251463
1.0,0.4,0.63513513513513509
1.0,0.92307692307692313,0.8990825688073395
1.0,0.92307692307692313,0.813953488372093
1.0,0.92307692307692313,0.84210526315789469
1.0,0.92307692307692313,0.9
1.0,0.92307692307692313,0.83333333333333337
1.0,0.92307692307692313,0.83898305084745761
1.0,0.92307692307692313,1.0
1.0,0.92307692307692313,0.73267326732673266
1.0,0.92307692307692313,0.90833333333333333
1.0,0.92307692307692313,0.875
1.0,0.92307692307692313,0.93137254901960786
1.0,0.92307692307692313,0.86363636363636365
1.0,0.7,1.0
1.0,0.7,0.79136690647482011
1.0,0.7,1.0
1.0,0.7,0.85483870967741937
1.0,0.7,0.8783783783783784
1.0,0.7,0.9375
1.0,0.7,0.91139240506329111
1.0,0.8125,0.9
1.0,0.8125,0.77380952380952384
1.0,0.8125,0.8928571428571429
